Date,Price,Open,High,Low,Change %
11/13/2024,"4,732.81","4,700.56","4,733.62","4,677.33",0.67%
11/12/2024,"4,701.40","4,652.43","4,701.53","4,649.12",1.05%
11/11/2024,"4,652.43","4,638.99","4,676.99","4,638.97",0.27%
11/08/2024,"4,639.83","4,644.17","4,654.40","4,628.80",-0.09%
11/07/2024,"4,644.17","4,617.13","4,656.35","4,617.13",0.60%
11/06/2024,"4,616.28","4,594.53","4,624.47","4,594.53",0.47%
11/05/2024,"4,594.53","4,586.89","4,596.41","4,570.58",0.20%
11/04/2024,"4,585.21","4,621.37","4,634.19","4,579.75",-0.78%
11/01/2024,"4,621.37","4,590.20","4,621.37","4,589.86",0.66%
10/31/2024,"4,591.05","4,604.52","4,636.66","4,584.27",-0.29%
10/30/2024,"4,604.52","4,582.52","4,614.89","4,557.87",0.46%
10/29/2024,"4,583.36","4,537.76","4,583.36","4,537.73",1.02%
10/28/2024,"4,536.92","4,479.19","4,545.59","4,475.43",1.29%
10/25/2024,"4,479.19","4,463.07","4,491.68","4,460.57",0.34%
10/24/2024,"4,464.00","4,465.04","4,482.09","4,461.62",0.00%
10/23/2024,"4,464.19","4,466.50","4,482.14","4,456.85",-0.07%
10/22/2024,"4,467.35","4,477.96","4,479.97","4,449.40",-0.24%
10/21/2024,"4,477.96","4,467.56","4,481.24","4,454.63",0.19%
10/18/2024,"4,469.25","4,460.36","4,477.73","4,450.63",0.24%
10/17/2024,"4,458.67","4,485.30","4,486.75","4,457.16",-0.59%
10/16/2024,"4,485.30","4,469.57","4,493.70","4,468.64",0.35%
10/15/2024,"4,469.57","4,455.02","4,474.51","4,448.85",0.33%
10/14/2024,"4,455.02","4,438.99","4,469.29","4,438.01",0.32%
10/11/2024,"4,440.68","4,436.72","4,444.30","4,429.60",0.07%
10/10/2024,"4,437.56","4,421.49","4,443.97","4,415.75",0.34%
10/09/2024,"4,422.33","4,429.84","4,437.52","4,418.02",-0.15%
10/08/2024,"4,429.00","4,396.74","4,430.91","4,396.74",0.77%
10/07/2024,"4,395.05","4,405.85","4,405.85","4,365.89",-0.25%
10/04/2024,"4,405.85","4,398.24","4,409.29","4,347.44",0.17%
10/03/2024,"4,398.24","4,438.58","4,451.15","4,391.25",-0.95%
10/02/2024,"4,440.27","4,473.06","4,473.06","4,414.38",-0.83%
10/01/2024,"4,477.27","4,503.48","4,503.48","4,456.43",-0.58%
09/30/2024,"4,503.48","4,520.42","4,523.77","4,482.79",-0.39%
09/27/2024,"4,521.26","4,526.61","4,526.61","4,496.46",-0.12%
09/26/2024,"4,526.61","4,488.69","4,527.44","4,485.31",0.84%
09/25/2024,"4,488.69","4,461.46","4,489.47","4,460.75",0.61%
09/24/2024,"4,461.46","4,433.22","4,465.24","4,419.35",0.62%
09/23/2024,"4,434.06","4,437.21","4,467.74","4,422.28",-0.05%
09/20/2024,"4,436.37","4,422.34","4,441.60","4,416.30",0.34%
09/19/2024,"4,421.52","4,390.20","4,429.61","4,390.20",0.71%
09/18/2024,"4,390.20","4,395.20","4,396.42","4,372.39",-0.11%
09/17/2024,"4,395.20","4,396.06","4,407.58","4,390.24",0.00%
09/16/2024,"4,395.24","4,380.49","4,407.46","4,378.59",0.34%
09/13/2024,"4,380.49","4,365.70","4,381.87","4,359.24",0.36%
09/12/2024,"4,364.87","4,346.42","4,379.05","4,345.63",0.42%
09/11/2024,"4,346.42","4,386.66","4,388.48","4,339.30",-0.94%
09/10/2024,"4,387.48","4,360.78","4,395.08","4,360.23",0.65%
09/09/2024,"4,359.12","4,372.05","4,374.20","4,353.68",-0.31%
09/06/2024,"4,372.87","4,371.04","4,389.90","4,361.31",0.04%
09/05/2024,"4,371.04","4,364.76","4,383.14","4,347.02",0.14%
09/04/2024,"4,364.76","4,369.83","4,370.88","4,337.28",-0.12%
09/03/2024,"4,369.83","4,356.77","4,374.28","4,356.31",0.30%
09/02/2024,"4,356.77","4,325.45","4,359.58","4,321.25",0.72%
08/30/2024,"4,325.45","4,334.26","4,343.97","4,322.74",-0.20%
08/29/2024,"4,334.26","4,324.20","4,334.51","4,302.71",0.23%
08/28/2024,"4,324.20","4,344.04","4,361.47","4,319.84",-0.44%
08/27/2024,"4,343.22","4,324.75","4,351.14","4,317.75",0.43%
08/26/2024,"4,324.75","4,292.67","4,324.78","4,291.82",0.75%
08/23/2024,"4,292.67","4,309.08","4,315.78","4,284.26",-0.38%
08/22/2024,"4,309.08","4,295.73","4,313.82","4,283.77",0.33%
08/21/2024,"4,294.90","4,255.70","4,299.02","4,249.92",0.94%
08/20/2024,"4,254.87","4,238.35","4,255.42","4,230.53",0.41%
08/19/2024,"4,237.52","4,243.96","4,246.66","4,214.29",-0.13%
08/16/2024,"4,243.14","4,218.68","4,243.50","4,213.39",0.58%
08/15/2024,"4,218.68","4,213.42","4,228.07","4,207.01",0.12%
08/14/2024,"4,213.42","4,187.81","4,213.72","4,186.09",0.69%
08/13/2024,"4,184.50","4,202.10","4,205.95","4,177.08",-0.40%
08/12/2024,"4,201.27","4,195.15","4,214.04","4,195.12",0.15%
08/09/2024,"4,195.15","4,197.60","4,228.28","4,191.79",-0.02%
08/08/2024,"4,195.94","4,196.01","4,206.05","4,172.96",-0.04%
08/07/2024,"4,197.67","4,137.32","4,225.31","4,137.22",1.46%
08/06/2024,"4,137.32","4,047.55","4,150.88","4,046.19",2.26%
08/05/2024,"4,045.90","4,230.67","4,230.67","4,035.27",-4.52%
08/02/2024,"4,237.28","4,278.24","4,278.24","4,197.21",-1.00%
08/01/2024,"4,279.89","4,268.05","4,294.55","4,259.65",0.28%
07/31/2024,"4,268.05","4,284.01","4,295.11","4,260.20",-0.37%
07/30/2024,"4,284.01","4,310.97","4,313.93","4,273.18",-0.57%
07/29/2024,"4,308.49","4,280.34","4,314.14","4,275.48",0.66%
07/26/2024,"4,280.34","4,237.65","4,280.49","4,226.48",1.01%
07/25/2024,"4,237.65","4,227.82","4,239.94","4,199.98",0.21%
07/24/2024,"4,228.65","4,216.15","4,233.34","4,208.84",0.30%
07/23/2024,"4,216.15","4,179.00","4,216.46","4,173.21",0.89%
07/22/2024,"4,179.00","4,180.97","4,182.79","4,164.72",-0.05%
07/19/2024,"4,180.97","4,169.17","4,185.29","4,160.10",0.28%
07/18/2024,"4,169.17","4,132.78","4,169.97","4,130.25",0.90%
07/17/2024,"4,131.96","4,112.14","4,133.21","4,110.90",0.54%
07/16/2024,"4,109.66","4,116.20","4,125.79","4,106.26",-0.12%
07/15/2024,"4,114.55","4,105.58","4,116.49","4,092.74",0.26%
07/12/2024,"4,103.93","4,091.81","4,117.77","4,091.12",0.32%
07/11/2024,"4,090.98","4,081.04","4,093.97","4,080.37",0.26%
07/10/2024,"4,080.22","4,079.94","4,098.47","4,073.42",0.05%
07/09/2024,"4,078.29","4,082.79","4,091.41","4,071.36",-0.09%
07/08/2024,"4,081.96","4,070.24","4,089.18","4,070.24",0.29%
07/05/2024,"4,070.24","4,066.65","4,079.44","4,061.25",0.11%
07/04/2024,"4,065.82","4,080.87","4,086.49","4,057.98",-0.33%
07/03/2024,"4,079.21","4,064.90","4,089.29","4,064.44",0.39%
07/02/2024,"4,063.25","4,057.87","4,085.05","4,057.41",0.15%
07/01/2024,"4,057.04","4,032.48","4,057.04","4,026.71",0.67%
06/28/2024,"4,030.00","4,009.78","4,037.54","4,008.60",0.52%
06/27/2024,"4,008.96","4,006.89","4,010.95","3,988.78",0.07%
06/26/2024,"4,006.07","3,998.82","4,012.09","3,995.35",0.18%
06/25/2024,"3,998.82","4,001.07","4,008.41","3,987.77",-0.04%
06/24/2024,"4,000.25","4,013.84","4,015.74","3,986.59",-0.30%
06/21/2024,"4,012.19","3,989.94","4,012.19","3,989.70",0.64%
06/20/2024,"3,986.63","3,989.88","4,003.27","3,974.60",-0.04%
06/19/2024,"3,988.22","3,983.78","3,998.72","3,973.15",0.11%
06/14/2024,"3,983.78","3,980.11","3,983.98","3,967.91",0.09%
06/13/2024,"3,980.11","3,980.84","3,988.50","3,965.27",0.02%
06/12/2024,"3,979.18","4,008.93","4,014.42","3,977.09",-0.74%
06/11/2024,"4,008.93","3,975.17","4,015.84","3,973.75",0.89%
06/10/2024,"3,973.52","3,983.08","4,008.60","3,967.16",-0.22%
06/07/2024,"3,982.25","3,978.75","3,991.92","3,974.37",0.09%
06/06/2024,"3,978.75","3,981.17","3,990.76","3,971.32",-0.04%
06/05/2024,"3,980.32","3,986.82","4,005.66","3,968.96",-0.14%
06/04/2024,"3,985.97","3,993.03","4,002.69","3,977.23",-0.18%
06/03/2024,"3,993.03","3,983.02","4,011.88","3,981.94",0.38%
05/31/2024,"3,977.93","3,971.86","4,011.65","3,968.65",0.17%
05/30/2024,"3,971.01","3,959.80","3,981.74","3,951.51",0.28%
05/29/2024,"3,959.80","3,988.58","3,995.76","3,946.40",-0.68%
05/28/2024,"3,986.89","4,028.31","4,049.05","3,984.09",-1.01%
05/27/2024,"4,027.46","4,013.49","4,047.59","4,008.41",0.37%
05/24/2024,"4,012.65","4,026.18","4,031.70","3,997.58",-0.27%
05/23/2024,"4,023.64","4,059.57","4,084.62","4,020.20",-0.84%
05/22/2024,"4,057.87","4,076.88","4,092.39","4,053.30",-0.42%
05/21/2024,"4,075.18","4,068.90","4,094.77","4,068.25",0.20%
05/20/2024,"4,067.20","4,069.08","4,082.14","4,055.05",-0.03%
05/17/2024,"4,068.23","4,087.47","4,093.16","4,063.91",-0.43%
05/16/2024,"4,085.78","4,093.25","4,108.23","4,076.07",-0.18%
05/15/2024,"4,093.25","4,141.09","4,142.57","4,079.90",-1.05%
05/14/2024,"4,136.85","4,169.05","4,171.46","4,127.37",-0.87%
05/13/2024,"4,173.28","4,174.74","4,188.99","4,165.54",0.01%
05/10/2024,"4,173.04","4,179.74","4,192.04","4,170.58",-0.16%
05/09/2024,"4,179.74","4,193.35","4,203.23","4,169.46",-0.32%
05/08/2024,"4,193.35","4,157.14","4,194.21","4,157.14",0.89%
05/07/2024,"4,156.29","4,157.54","4,167.42","4,145.70",0.01%
05/06/2024,"4,155.85","4,144.42","4,162.64","4,143.93",0.32%
05/03/2024,"4,142.72","4,142.51","4,157.69","4,138.70",0.05%
05/02/2024,"4,140.82","4,134.16","4,147.76","4,116.08",0.18%
05/01/2024,"4,133.31","4,154.92","4,164.21","4,129.51",-0.54%
04/30/2024,"4,155.77","4,162.36","4,178.20","4,147.26",-0.12%
04/29/2024,"4,160.66","4,147.39","4,161.44","4,135.51",0.30%
04/26/2024,"4,148.23","4,170.72","4,172.48","4,111.93",-0.52%
04/25/2024,"4,169.87","4,167.33","4,187.86","4,161.42",0.06%
04/24/2024,"4,167.33","4,166.32","4,203.37","4,159.77",0.02%
04/23/2024,"4,166.32","4,169.35","4,186.92","4,160.90",-0.03%
04/22/2024,"4,167.66","4,176.25","4,204.88","4,167.13",-0.17%
04/19/2024,"4,174.56","4,207.29","4,207.54","4,152.96",-0.80%
04/18/2024,"4,208.17","4,174.69","4,220.33","4,174.23",0.84%
04/17/2024,"4,172.93","4,185.18","4,199.00","4,172.48",-0.27%
04/16/2024,"4,184.31","4,244.66","4,258.52","4,182.44",-1.40%
04/15/2024,"4,243.78","4,241.51","4,246.90","4,195.35",-0.01%
04/05/2024,"4,244.15","4,247.55","4,247.60","4,225.12",-0.06%
04/04/2024,"4,246.67","4,240.05","4,280.19","4,240.05",0.16%
04/03/2024,"4,240.05","4,270.28","4,270.28","4,230.53",-0.69%
04/02/2024,"4,269.40","4,262.41","4,275.62","4,253.17",0.14%
04/01/2024,"4,263.29","4,245.39","4,265.28","4,226.22",0.40%
03/29/2024,"4,246.27","4,234.70","4,246.64","4,215.88",0.31%
03/28/2024,"4,232.94","4,233.55","4,254.20","4,223.72",0.03%
03/27/2024,"4,231.79","4,246.23","4,266.28","4,222.77",-0.34%
03/26/2024,"4,246.23","4,282.43","4,300.50","4,246.23",-0.82%
03/25/2024,"4,281.55","4,279.47","4,297.70","4,269.29",0.03%
03/22/2024,"4,280.35","4,265.30","4,288.24","4,263.40",0.06%
03/21/2024,"4,277.61","4,292.25","4,300.78","4,272.77",-0.32%
03/20/2024,"4,291.37","4,271.88","4,294.06","4,271.38",0.44%
03/19/2024,"4,272.76","4,274.50","4,284.48","4,252.49",-0.06%
03/18/2024,"4,275.38","4,262.48","4,279.02","4,235.23",0.30%
03/15/2024,"4,262.48","4,290.34","4,290.34","4,219.22",-0.65%
03/14/2024,"4,290.34","4,261.92","4,292.85","4,261.92",0.73%
03/13/2024,"4,259.24","4,252.77","4,266.57","4,241.70",0.15%
03/12/2024,"4,252.77","4,249.89","4,259.95","4,229.14",0.11%
03/11/2024,"4,248.10","4,253.97","4,269.85","4,234.22",-0.12%
03/08/2024,"4,253.08","4,236.98","4,257.29","4,229.91",0.38%
03/07/2024,"4,236.98","4,249.19","4,249.98","4,212.77",-0.27%
03/06/2024,"4,248.30","4,245.80","4,252.33","4,216.53",0.06%
03/05/2024,"4,245.80","4,326.62","4,329.47","4,238.47",-1.87%
03/04/2024,"4,326.62","4,357.50","4,405.74","4,311.95",-0.69%
03/01/2024,"4,356.61","4,309.67","4,361.80","4,275.19",1.11%
02/29/2024,"4,308.77","4,291.27","4,311.50","4,267.49",0.43%
02/28/2024,"4,290.38","4,273.44","4,292.39","4,268.74",0.42%
02/27/2024,"4,272.55","4,225.04","4,275.52","4,225.04",1.17%
02/26/2024,"4,223.25","4,225.90","4,235.43","4,204.35",-0.06%
02/23/2024,"4,225.90","4,231.89","4,241.35","4,206.18",-0.08%
02/22/2024,"4,229.21","4,254.99","4,263.04","4,216.84",-0.61%
02/21/2024,"4,254.99","4,277.36","4,284.10","4,229.32",-0.52%
02/20/2024,"4,277.36","4,273.85","4,289.43","4,254.34",0.10%
02/19/2024,"4,272.96","4,259.67","4,283.07","4,248.00",0.33%
02/16/2024,"4,258.78","4,240.74","4,260.25","4,225.52",0.47%
02/15/2024,"4,238.95","4,225.27","4,241.57","4,218.93",0.37%
02/14/2024,"4,223.48","4,216.63","4,235.08","4,214.45",0.10%
02/13/2024,"4,219.31","4,211.86","4,230.23","4,206.00",0.20%
02/12/2024,"4,210.96","4,185.65","4,211.34","4,173.27",0.65%
02/09/2024,"4,183.86","4,160.89","4,186.89","4,152.91",0.60%
02/08/2024,"4,159.10","4,161.94","4,190.70","4,155.21",0.13%
02/06/2024,"4,153.74","4,231.60","4,240.38","4,144.94",-1.82%
02/05/2024,"4,230.70","4,230.53","4,250.99","4,213.84",0.05%
02/02/2024,"4,228.74","4,221.24","4,232.04","4,219.84",0.20%
02/01/2024,"4,220.35","4,168.19","4,227.60","4,167.68",1.23%
01/31/2024,"4,169.08","4,168.43","4,208.03","4,154.74",0.02%
01/30/2024,"4,168.43","4,172.38","4,224.02","4,165.00",-0.05%
01/29/2024,"4,170.59","4,163.33","4,173.80","4,155.23",0.17%
01/26/2024,"4,163.33","4,173.55","4,181.56","4,151.70",-0.24%
01/25/2024,"4,173.55","4,180.57","4,207.84","4,168.77",-0.19%
01/24/2024,"4,181.47","4,107.52","4,196.03","4,107.52",1.80%
01/23/2024,"4,107.52","4,081.24","4,107.52","4,081.24",0.64%
01/22/2024,"4,081.24","4,083.50","4,096.20","4,073.61",-0.01%
01/19/2024,"4,081.71","4,052.78","4,083.78","4,050.37",0.71%
01/18/2024,"4,052.78","4,090.64","4,097.24","4,047.56",-0.93%
01/17/2024,"4,090.64","4,082.34","4,091.53","4,056.93",0.20%
01/16/2024,"4,082.34","4,102.18","4,105.58","4,072.83",-0.46%
01/15/2024,"4,101.29","4,104.11","4,114.07","4,091.06",-0.07%
01/12/2024,"4,104.11","4,117.08","4,117.08","4,087.76",-0.34%
01/11/2024,"4,117.98","4,128.24","4,134.76","4,108.09",-0.29%
01/10/2024,"4,130.02","4,117.72","4,130.74","4,108.96",0.30%
01/09/2024,"4,117.72","4,092.98","4,123.93","4,092.75",0.69%
01/08/2024,"4,089.40","4,088.88","4,098.46","4,081.30",0.03%
01/05/2024,"4,087.99","4,087.35","4,091.61","4,068.18",0.02%
01/04/2024,"4,087.35","4,079.42","4,094.99","4,076.25",0.24%
01/03/2024,"4,077.58","4,091.05","4,109.28","4,076.30",-0.33%
01/02/2024,"4,091.05","4,060.72","4,091.08","4,041.25",0.77%
12/29/2023,"4,059.80","4,052.30","4,064.61","4,039.92",0.25%
12/28/2023,"4,049.53","4,037.40","4,059.73","4,034.22",0.28%
12/27/2023,"4,038.32","4,030.72","4,039.18","4,020.21",0.23%
12/26/2023,"4,028.88","4,017.22","4,028.88","4,013.56",0.27%
12/25/2023,"4,018.14","4,023.85","4,025.41","4,005.51",-0.12%
12/22/2023,"4,022.92","4,005.06","4,022.92","3,986.75",0.44%
12/21/2023,"4,005.32","4,013.76","4,019.09","3,994.14",-0.22%
12/20/2023,"4,014.28","3,997.58","4,018.48","3,991.81",0.42%
12/19/2023,"3,997.58","3,990.60","3,999.57","3,973.58",0.17%
12/18/2023,"3,990.60","4,001.10","4,007.50","3,985.43",-0.26%
12/15/2023,"4,001.10","3,982.07","4,006.46","3,974.54",0.48%
12/14/2023,"3,982.07","3,942.05","3,989.69","3,940.34",1.09%
12/13/2023,"3,939.31","3,936.76","3,961.59","3,931.95",0.05%
12/12/2023,"3,937.28","3,934.52","3,942.36","3,918.39",0.07%
12/11/2023,"3,934.52","3,949.69","3,949.69","3,928.14",-0.43%
12/08/2023,"3,951.52","3,959.00","3,966.66","3,934.51",-0.12%
12/07/2023,"3,956.26","3,970.09","3,974.45","3,942.26",-0.33%
12/06/2023,"3,969.17","3,978.20","3,984.65","3,964.64",-0.23%
12/05/2023,"3,978.20","3,992.32","3,992.32","3,955.30",-0.24%
12/01/2023,"3,987.75","3,996.94","4,004.15","3,978.28",-0.12%
11/30/2023,"3,992.36","3,999.58","4,008.18","3,990.75",-0.18%
11/29/2023,"3,999.58","4,008.61","4,020.63","3,993.68",-0.23%
11/28/2023,"4,008.61","3,998.25","4,009.47","3,995.72",0.35%
11/27/2023,"3,994.59","3,992.00","3,998.19","3,982.82",0.06%
11/24/2023,"3,992.00","3,985.90","3,996.15","3,976.51",0.18%
11/23/2023,"3,984.99","3,996.99","3,997.50","3,976.16",-0.30%
11/22/2023,"3,996.99","3,985.04","3,996.99","3,978.98",0.30%
11/21/2023,"3,985.04","4,007.02","4,011.09","3,981.21",-0.43%
11/20/2023,"4,002.44","3,994.54","4,006.89","3,982.57",0.20%
11/17/2023,"3,994.54","3,987.27","3,994.54","3,975.12",0.25%
11/16/2023,"3,984.52","3,960.77","3,987.44","3,956.44",0.60%
11/15/2023,"3,960.77","3,973.21","3,984.66","3,942.74",-0.31%
11/14/2023,"3,973.21","3,985.67","3,999.84","3,970.04",-0.24%
11/13/2023,"3,982.93","3,970.19","3,991.30","3,963.65",0.34%
11/10/2023,"3,969.28","3,929.41","3,975.37","3,927.14",1.01%
11/09/2023,"3,929.41","3,965.21","3,968.86","3,926.03",-0.90%
11/08/2023,"3,965.21","3,990.63","3,997.68","3,958.08",-0.61%
11/07/2023,"3,989.71","3,958.79","3,989.92","3,950.96",0.83%
11/06/2023,"3,956.96","3,929.29","3,962.40","3,924.62",0.69%
11/03/2023,"3,929.81","3,913.42","3,937.94","3,913.42",0.42%
11/02/2023,"3,913.42","3,894.38","3,925.88","3,893.11",0.54%
11/01/2023,"3,892.55","3,879.83","3,895.17","3,856.29",0.40%
10/31/2023,"3,877.08","3,840.59","3,880.73","3,840.59",1.00%
10/30/2023,"3,838.76","3,789.30","3,843.04","3,778.42",1.38%
10/27/2023,"3,786.55","3,782.95","3,799.86","3,732.03",0.12%
10/26/2023,"3,782.04","3,846.61","3,862.45","3,776.33",-1.54%
10/25/2023,"3,841.12","3,744.25","3,841.53","3,744.25",2.66%
10/24/2023,"3,741.51","3,732.65","3,784.80","3,732.65",0.31%
10/23/2023,"3,729.91","3,753.40","3,787.12","3,729.62",-0.58%
10/20/2023,"3,751.57","3,808.25","3,828.02","3,737.20",-1.49%
10/19/2023,"3,808.25","3,882.15","3,903.95","3,808.14",-1.93%
10/18/2023,"3,883.06","3,940.20","3,951.96","3,876.90",-1.38%
10/17/2023,"3,937.46","3,947.01","3,963.36","3,935.18",-0.15%
10/16/2023,"3,943.35","3,965.97","3,984.18","3,932.02",-0.55%
10/13/2023,"3,965.05","4,056.28","4,062.37","3,930.18",-2.27%
10/12/2023,"4,057.20","4,084.07","4,084.07","4,050.23",-0.61%
10/11/2023,"4,082.24","4,050.21","4,094.41","4,041.81",0.77%
10/10/2023,"4,051.12","4,055.13","4,079.27","4,046.77",-0.12%
10/09/2023,"4,056.04","4,161.87","4,161.87","4,039.62",-2.61%
10/06/2023,"4,164.61","4,142.92","4,169.04","4,139.82",0.52%
10/05/2023,"4,142.92","4,192.29","4,205.12","4,141.91",-1.18%
10/04/2023,"4,192.29","4,200.93","4,210.15","4,168.91",-0.23%
10/03/2023,"4,201.84","4,183.14","4,207.21","4,179.20",0.45%
10/02/2023,"4,183.14","4,163.58","4,190.16","4,161.88",0.47%
09/28/2023,"4,163.58","4,143.03","4,177.86","4,140.22",0.23%
09/26/2023,"4,154.11","4,183.89","4,183.89","4,144.45",-0.67%
09/25/2023,"4,182.06","4,168.55","4,193.39","4,167.77",0.32%
09/22/2023,"4,168.55","4,181.50","4,188.41","4,157.12",-0.27%
09/21/2023,"4,179.68","4,138.40","4,179.95","4,133.18",1.00%
09/20/2023,"4,138.40","4,074.72","4,138.55","4,070.65",1.56%
09/19/2023,"4,074.72","4,046.59","4,074.83","4,044.49",0.65%
09/18/2023,"4,048.42","4,042.88","4,050.51","4,033.67",0.12%
09/15/2023,"4,043.40","4,037.66","4,048.28","4,020.38",0.23%
09/14/2023,"4,034.00","4,053.38","4,055.29","4,028.30",-0.41%
09/13/2023,"4,050.64","4,063.69","4,065.02","4,045.89",-0.25%
09/12/2023,"4,060.95","4,071.08","4,082.01","4,038.94",-0.23%
09/11/2023,"4,070.17","4,067.96","4,074.58","4,047.46",0.07%
09/08/2023,"4,067.45","4,058.95","4,076.67","4,047.35",0.21%
09/07/2023,"4,058.95","4,037.87","4,061.31","4,031.45",0.52%
09/06/2023,"4,037.87","4,053.42","4,053.42","4,028.59",-0.38%
09/05/2023,"4,053.42","4,071.39","4,078.70","4,043.73",-0.37%
09/04/2023,"4,068.65","4,092.78","4,098.92","4,052.04",-0.52%
09/01/2023,"4,090.04","4,082.87","4,094.10","4,078.46",0.18%
08/31/2023,"4,082.87","4,071.75","4,088.67","4,061.76",0.39%
08/30/2023,"4,067.18","4,084.81","4,092.80","4,066.93",-0.43%
08/29/2023,"4,084.81","4,099.52","4,106.14","4,071.31",-0.36%
08/28/2023,"4,099.52","4,099.49","4,118.34","4,094.80",0.00%
08/25/2023,"4,099.49","4,106.69","4,108.60","4,089.83",-0.18%
08/24/2023,"4,106.69","4,098.58","4,115.52","4,094.19",0.18%
08/23/2023,"4,099.49","4,067.61","4,114.71","4,065.35",0.76%
08/22/2023,"4,068.52","4,053.64","4,073.85","4,048.43",0.37%
08/21/2023,"4,053.64","4,052.42","4,059.70","4,042.24",0.08%
08/18/2023,"4,050.59","4,049.09","4,059.03","4,040.46",0.04%
08/17/2023,"4,049.09","4,045.64","4,053.12","4,031.46",0.09%
08/16/2023,"4,045.64","4,051.19","4,051.86","4,018.19",-0.14%
08/15/2023,"4,051.19","4,059.70","4,070.92","4,041.63",-0.19%
08/14/2023,"4,058.79","4,067.05","4,071.05","4,050.65",-0.14%
08/11/2023,"4,064.31","4,047.02","4,065.74","4,033.04",0.38%
08/10/2023,"4,048.85","4,069.63","4,071.49","4,036.81",-0.53%
08/09/2023,"4,070.54","4,078.65","4,081.12","4,053.66",-0.18%
08/08/2023,"4,077.73","4,081.25","4,087.93","4,062.33",-0.04%
08/07/2023,"4,079.42","4,084.10","4,089.21","4,060.09",-0.09%
08/04/2023,"4,083.18","4,047.53","4,083.20","4,042.55",0.79%
08/03/2023,"4,051.18","4,083.71","4,087.54","4,043.64",-0.80%
08/02/2023,"4,083.71","4,080.93","4,095.61","4,057.72",0.16%
08/01/2023,"4,077.28","4,060.19","4,084.02","4,051.85",0.44%
07/31/2023,"4,059.27","4,035.97","4,064.03","4,015.16",0.55%
07/28/2023,"4,036.88","4,031.98","4,041.63","4,030.22",0.19%
07/27/2023,"4,029.24","4,037.93","4,053.89","4,023.92",-0.25%
07/26/2023,"4,039.48","4,019.42","4,044.27","4,012.07",0.61%
07/25/2023,"4,014.86","3,993.83","4,018.31","3,991.49",0.53%
07/24/2023,"3,993.83","3,986.36","4,009.17","3,975.61",0.19%
07/20/2023,"3,986.36","3,987.76","3,989.29","3,976.41",-0.89%
07/18/2023,"4,021.96","4,018.95","4,047.16","4,000.82",0.07%
07/17/2023,"4,018.95","4,010.74","4,018.95","3,994.24",0.23%
07/14/2023,"4,009.83","4,004.69","4,025.20","3,997.99",0.13%
07/13/2023,"4,004.69","3,988.90","4,020.17","3,987.03",0.44%
07/12/2023,"3,987.07","3,985.41","4,003.25","3,971.37",0.04%
07/11/2023,"3,985.41","3,979.10","3,987.53","3,961.84",0.20%
07/10/2023,"3,977.27","3,963.33","3,988.77","3,952.91",0.37%
07/07/2023,"3,962.42","3,963.33","3,968.28","3,943.30",0.00%
07/06/2023,"3,962.42","3,924.41","3,967.78","3,921.83",0.97%
