Date,Price,Open,High,Low,Change %
07/05/2023,"3,924.41","3,932.76","3,950.97","3,910.15",-0.17%
07/04/2023,"3,930.93","3,880.35","3,960.95","3,879.96",1.35%
07/03/2023,"3,878.52","3,794.73","3,878.96","3,794.73",2.28%
06/26/2023,"3,791.99","3,793.43","3,805.51","3,786.95",-0.01%
06/23/2023,"3,792.51","3,776.39","3,793.80","3,763.83",0.43%
06/22/2023,"3,776.39","3,778.57","3,783.82","3,767.72",-0.15%
06/21/2023,"3,782.23","3,776.07","3,782.41","3,757.12",0.21%
06/20/2023,"3,774.24","3,787.07","3,791.03","3,767.99",-0.34%
06/19/2023,"3,787.07","3,790.05","3,795.68","3,752.70",-0.05%
06/16/2023,"3,789.13","3,737.02","3,802.34","3,737.02",1.47%
06/15/2023,"3,734.26","3,718.92","3,734.67","3,714.39",0.46%
06/14/2023,"3,717.07","3,715.44","3,722.59","3,703.25",0.12%
06/13/2023,"3,712.68","3,700.99","3,725.60","3,691.49",0.29%
06/12/2023,"3,701.91","3,698.69","3,712.07","3,689.89",0.09%
06/09/2023,"3,698.69","3,688.55","3,703.96","3,683.88",0.30%
06/08/2023,"3,687.63","3,686.71","3,692.34","3,668.82",0.00%
06/07/2023,"3,687.63","3,678.90","3,687.75","3,669.09",0.26%
06/06/2023,"3,677.98","3,652.64","3,687.63","3,652.64",0.69%
06/05/2023,"3,652.64","3,606.02","3,654.93","3,597.88",1.37%
06/02/2023,"3,603.25","3,584.88","3,613.11","3,581.11",0.59%
06/01/2023,"3,582.12","3,577.88","3,589.15","3,572.86",0.15%
05/31/2023,"3,576.63","3,568.22","3,586.22","3,568.22",0.26%
05/30/2023,"3,567.30","3,545.46","3,575.05","3,542.69",0.67%
05/29/2023,"3,543.62","3,544.18","3,562.06","3,533.60",0.06%
05/26/2023,"3,541.41","3,525.81","3,545.50","3,518.42",0.44%
05/25/2023,"3,525.81","3,530.15","3,545.50","3,524.53",-0.12%
05/24/2023,"3,530.15","3,534.15","3,541.83","3,515.83",-0.09%
05/23/2023,"3,533.23","3,549.72","3,559.35","3,526.35",-0.45%
05/22/2023,"3,549.30","3,544.53","3,558.42","3,540.99",0.13%
05/19/2023,"3,544.53","3,555.50","3,555.91","3,536.91",-0.31%
05/18/2023,"3,555.50","3,563.98","3,565.91","3,546.23",-0.29%
05/17/2023,"3,565.82","3,511.87","3,565.82","3,503.57",1.62%
05/16/2023,"3,509.10","3,525.43","3,538.42","3,501.89",-0.46%
05/15/2023,"3,525.43","3,559.09","3,567.62","3,518.92",-0.95%
05/12/2023,"3,559.09","3,568.41","3,580.13","3,542.87",-0.27%
05/11/2023,"3,568.83","3,574.83","3,581.02","3,544.88",-0.12%
05/10/2023,"3,572.99","3,572.01","3,583.32","3,552.76",0.05%
05/09/2023,"3,571.09","3,586.53","3,597.86","3,568.23",-0.33%
05/08/2023,"3,582.84","3,584.01","3,598.23","3,572.64",-0.01%
05/05/2023,"3,583.09","3,591.90","3,591.90","3,563.85",-0.21%
05/04/2023,"3,590.62","3,581.54","3,606.56","3,565.38",0.36%
05/03/2023,"3,577.77","3,576.51","3,586.01","3,566.58",0.06%
05/02/2023,"3,575.56","3,539.93","3,575.93","3,538.25",1.06%
05/01/2023,"3,538.05","3,545.73","3,555.98","3,532.88",-0.19%
04/28/2023,"3,544.79","3,515.91","3,558.50","3,511.46",0.82%
04/27/2023,"3,515.91","3,491.66","3,517.56","3,478.46",0.75%
04/26/2023,"3,489.78","3,503.56","3,503.97","3,474.64",-0.47%
04/25/2023,"3,506.38","3,498.28","3,507.43","3,489.76",0.23%
04/24/2023,"3,498.28","3,473.82","3,498.42","3,473.37",0.79%
04/19/2023,"3,471.00","3,513.55","3,513.55","3,470.74",-1.16%
04/18/2023,"3,511.67","3,514.83","3,533.40","3,494.44",-0.06%
04/17/2023,"3,513.89","3,490.99","3,514.06","3,490.35",0.63%
04/14/2023,"3,491.93","3,487.44","3,501.38","3,484.84",0.13%
04/13/2023,"3,487.44","3,497.46","3,499.97","3,482.04",-0.26%
04/12/2023,"3,496.52","3,444.22","3,496.52","3,443.81",1.52%
04/11/2023,"3,444.22","3,412.74","3,444.37","3,409.64",0.95%
04/10/2023,"3,411.80","3,411.45","3,426.59","3,406.73",0.04%
04/07/2023,"3,410.51","3,414.60","3,433.80","3,405.89",-0.12%
04/06/2023,"3,414.60","3,429.63","3,436.75","3,412.13",-0.44%
04/05/2023,"3,429.63","3,452.72","3,455.66","3,419.10",-0.72%
04/04/2023,"3,454.60","3,437.51","3,454.60","3,429.97",0.52%
04/03/2023,"3,436.57","3,407.66","3,442.60","3,407.66",0.88%
03/31/2023,"3,406.72","3,427.45","3,433.73","3,401.61",-0.55%
03/30/2023,"3,425.56","3,401.61","3,426.42","3,387.58",0.73%
03/29/2023,"3,400.67","3,386.29","3,428.02","3,385.35",0.48%
03/28/2023,"3,384.41","3,324.98","3,384.64","3,320.73",1.74%
03/27/2023,"3,326.40","3,350.42","3,366.30","3,319.35",-0.69%
03/24/2023,"3,349.48","3,364.79","3,365.35","3,342.35",-0.43%
03/23/2023,"3,363.85","3,382.37","3,384.62","3,352.94",-0.85%
03/22/2023,"3,392.72","3,381.98","3,397.28","3,364.17",0.35%
03/21/2023,"3,381.04","3,344.12","3,384.89","3,341.28",1.10%
03/20/2023,"3,344.12","3,349.24","3,349.24","3,323.98",-0.15%
03/17/2023,"3,349.24","3,306.81","3,350.96","3,306.56",1.28%
03/16/2023,"3,306.81","3,310.33","3,314.90","3,273.13",-0.11%
03/15/2023,"3,310.33","3,305.40","3,354.63","3,302.13",0.18%
03/14/2023,"3,304.43","3,354.33","3,357.53","3,298.27",-1.49%
03/13/2023,"3,354.33","3,385.51","3,407.00","3,332.82",-0.92%
03/10/2023,"3,385.51","3,409.52","3,410.89","3,368.18",-0.70%
03/09/2023,"3,409.52","3,427.05","3,436.53","3,406.80",-0.51%
03/08/2023,"3,427.05","3,429.30","3,430.35","3,403.87",-0.07%
03/07/2023,"3,429.30","3,458.13","3,466.54","3,422.14",-0.78%
03/06/2023,"3,456.18","3,418.85","3,459.90","3,418.85",1.05%
03/03/2023,"3,420.26","3,434.91","3,434.91","3,411.07",-0.45%
03/02/2023,"3,435.89","3,448.03","3,458.14","3,432.81",-0.32%
03/01/2023,"3,447.05","3,438.61","3,453.23","3,437.34",0.27%
02/28/2023,"3,437.76","3,418.93","3,437.76","3,409.39",0.58%
02/27/2023,"3,417.96","3,419.00","3,441.94","3,417.73",-0.03%
02/24/2023,"3,419.00","3,411.44","3,434.49","3,400.55",0.21%
02/23/2023,"3,411.87","3,429.51","3,450.53","3,393.43",-0.43%
02/22/2023,"3,426.59","3,458.00","3,465.40","3,424.27",-0.91%
02/21/2023,"3,458.00","3,464.08","3,471.00","3,442.79",-0.12%
02/20/2023,"3,462.13","3,457.72","3,469.90","3,445.04",0.13%
02/17/2023,"3,457.72","3,469.16","3,472.33","3,448.77",-0.34%
02/16/2023,"3,469.59","3,464.59","3,474.07","3,460.75",0.17%
02/15/2023,"3,463.74","3,460.07","3,463.89","3,437.33",0.13%
02/14/2023,"3,459.10","3,471.71","3,476.99","3,448.07",-0.31%
02/13/2023,"3,469.77","3,453.85","3,470.06","3,451.48",0.46%
02/10/2023,"3,453.85","3,445.70","3,457.93","3,443.91",0.24%
02/09/2023,"3,445.70","3,417.01","3,457.97","3,416.19",0.84%
02/08/2023,"3,417.01","3,404.81","3,417.94","3,400.02",0.36%
02/07/2023,"3,404.81","3,400.37","3,408.05","3,393.96",0.13%
02/06/2023,"3,400.37","3,381.93","3,411.16","3,381.93",0.52%
02/03/2023,"3,382.90","3,365.25","3,384.62","3,351.69",0.52%
02/02/2023,"3,365.25","3,344.03","3,371.54","3,344.03",0.52%
02/01/2023,"3,347.92","3,303.27","3,359.23","3,300.15",1.35%
01/31/2023,"3,303.27","3,303.89","3,318.13","3,298.75",-0.01%
01/30/2023,"3,303.46","3,329.61","3,329.61","3,278.94",-0.77%
01/27/2023,"3,329.19","3,357.81","3,365.60","3,323.64",-0.84%
01/26/2023,"3,357.39","3,357.05","3,372.64","3,344.37",0.02%
01/25/2023,"3,356.62","3,364.00","3,369.01","3,356.48",-0.22%
01/24/2023,"3,364.00","3,350.93","3,366.84","3,349.72",0.42%
01/23/2023,"3,349.95","3,353.47","3,363.26","3,346.97",-0.08%
01/20/2023,"3,352.50","3,353.53","3,360.25","3,346.17",-0.02%
01/19/2023,"3,353.11","3,352.32","3,353.41","3,335.69",0.11%
01/18/2023,"3,349.40","3,356.12","3,359.62","3,342.70",-0.24%
01/17/2023,"3,357.53","3,333.94","3,357.53","3,326.22",0.71%
01/16/2023,"3,333.94","3,323.96","3,340.90","3,319.66",0.30%
01/13/2023,"3,323.96","3,312.50","3,333.21","3,301.52",0.32%
01/12/2023,"3,313.41","3,299.63","3,313.41","3,296.48",0.48%
01/11/2023,"3,297.68","3,313.65","3,321.78","3,297.53",-0.48%
01/10/2023,"3,313.65","3,320.04","3,326.38","3,308.24",-0.25%
01/09/2023,"3,321.99","3,300.49","3,323.35","3,298.50",0.59%
01/06/2023,"3,302.44","3,317.03","3,319.86","3,293.66",-0.43%
01/05/2023,"3,316.60","3,329.41","3,338.81","3,298.46",-0.38%
01/04/2023,"3,329.41","3,326.73","3,342.73","3,319.39",0.02%
01/03/2023,"3,328.68","3,330.90","3,333.48","3,319.70",-0.07%
01/02/2023,"3,330.90","3,336.07","3,343.14","3,318.44",-0.15%
12/30/2022,"3,336.07","3,328.79","3,343.06","3,324.82",0.22%
12/29/2022,"3,328.79","3,344.00","3,346.13","3,326.59",-0.45%
12/28/2022,"3,344.00","3,349.79","3,358.94","3,327.48",-0.11%
12/27/2022,"3,347.84","3,328.47","3,347.84","3,321.69",0.64%
12/26/2022,"3,326.52","3,317.09","3,339.08","3,311.95",0.31%
12/23/2022,"3,316.12","3,324.38","3,324.47","3,307.14",-0.21%
12/22/2022,"3,323.10","3,338.81","3,342.02","3,314.99",-0.50%
12/21/2022,"3,339.79","3,349.41","3,349.41","3,332.37",-0.26%
12/20/2022,"3,348.43","3,337.19","3,350.49","3,331.02",0.25%
12/19/2022,"3,340.13","3,327.01","3,340.22","3,311.62",0.34%
12/16/2022,"3,328.97","3,314.77","3,330.02","3,291.45",0.41%
12/15/2022,"3,315.23","3,309.79","3,322.81","3,290.72",0.13%
12/14/2022,"3,310.85","3,300.39","3,310.85","3,285.96",0.32%
12/13/2022,"3,300.39","3,313.04","3,321.85","3,289.18",-0.51%
12/12/2022,"3,317.27","3,327.11","3,327.11","3,296.76",-0.23%
12/09/2022,"3,325.00","3,309.14","3,327.04","3,305.68",0.32%
12/08/2022,"3,314.44","3,338.88","3,345.92","3,309.11",-0.73%
12/07/2022,"3,338.88","3,338.84","3,350.73","3,325.13",-0.03%
12/06/2022,"3,339.89","3,352.74","3,367.44","3,339.57",-0.35%
12/05/2022,"3,351.68","3,324.89","3,357.96","3,324.89",0.83%
11/30/2022,"3,323.96","3,305.45","3,327.46","3,292.89",0.59%
11/29/2022,"3,304.39","3,287.34","3,304.39","3,278.62",0.52%
11/28/2022,"3,287.34","3,305.27","3,317.02","3,277.74",-0.54%
11/25/2022,"3,305.27","3,325.33","3,325.51","3,296.59",-0.60%
11/24/2022,"3,325.33","3,326.21","3,327.19","3,315.73",-0.03%
11/23/2022,"3,326.21","3,331.15","3,333.27","3,318.70",-0.12%
11/22/2022,"3,330.09","3,342.43","3,345.35","3,320.08",-0.27%
11/21/2022,"3,339.25","3,352.16","3,356.05","3,327.72",-0.39%
11/18/2022,"3,352.16","3,333.54","3,352.51","3,324.33",0.56%
11/17/2022,"3,333.54","3,345.03","3,351.87","3,323.44",-0.32%
11/16/2022,"3,344.31","3,373.16","3,373.61","3,322.73",-0.88%
11/15/2022,"3,373.87","3,394.38","3,396.99","3,351.07",-0.60%
11/14/2022,"3,394.38","3,408.73","3,416.07","3,385.46",-0.38%
11/11/2022,"3,407.31","3,384.85","3,415.49","3,378.96",0.68%
11/10/2022,"3,384.14","3,388.64","3,390.79","3,361.37",-0.03%
11/09/2022,"3,385.07","3,385.05","3,390.14","3,372.31",0.02%
11/08/2022,"3,384.34","3,378.91","3,393.39","3,371.78",0.16%
11/07/2022,"3,378.91","3,350.47","3,378.91","3,349.76",0.85%
11/04/2022,"3,350.47","3,331.17","3,350.62","3,320.14",0.60%
11/03/2022,"3,330.46","3,349.26","3,349.26","3,323.19",-0.56%
11/02/2022,"3,349.26","3,327.30","3,349.35","3,299.22",0.66%
11/01/2022,"3,327.30","3,331.75","3,339.41","3,306.12",-0.13%
10/31/2022,"3,331.76","3,349.34","3,358.13","3,318.54",-0.52%
10/28/2022,"3,349.31","3,368.87","3,372.99","3,335.43",-0.52%
10/27/2022,"3,366.97","3,345.97","3,366.97","3,331.66",0.63%
10/26/2022,"3,345.97","3,376.52","3,376.52","3,329.93",-0.90%
10/25/2022,"3,376.52","3,377.79","3,389.02","3,355.50",-0.02%
10/24/2022,"3,377.06","3,398.67","3,406.86","3,376.48",-0.64%
10/21/2022,"3,398.67","3,397.60","3,405.27","3,384.16",0.00%
10/20/2022,"3,398.52","3,389.48","3,398.61","3,382.12",0.29%
10/19/2022,"3,388.75","3,410.06","3,410.51","3,378.49",-0.62%
10/18/2022,"3,410.06","3,376.85","3,410.57","3,376.85",0.98%
10/17/2022,"3,376.95","3,374.74","3,389.84","3,367.69",0.01%
10/14/2022,"3,376.57","3,350.94","3,391.84","3,350.94",0.81%
10/13/2022,"3,349.49","3,325.09","3,351.20","3,312.37",0.73%
10/12/2022,"3,325.09","3,320.25","3,332.28","3,307.65",0.15%
10/11/2022,"3,320.12","3,339.31","3,349.46","3,318.71",-0.57%
10/10/2022,"3,339.31","3,372.97","3,372.97","3,332.47",-1.00%
10/07/2022,"3,372.95","3,351.87","3,372.95","3,348.59",0.65%
10/06/2022,"3,351.14","3,353.40","3,374.97","3,344.20",-0.07%
10/05/2022,"3,353.40","3,380.15","3,407.16","3,350.87",-0.77%
10/04/2022,"3,379.42","3,319.01","3,383.84","3,315.78",1.80%
10/03/2022,"3,319.73","3,336.25","3,345.34","3,267.16",-0.58%
09/30/2022,"3,339.15","3,318.03","3,349.61","3,309.62",0.68%
09/29/2022,"3,316.58","3,344.72","3,372.46","3,313.72",-0.80%
09/28/2022,"3,343.27","3,373.04","3,382.57","3,342.10",-0.88%
09/27/2022,"3,373.04","3,349.74","3,380.88","3,340.09",0.72%
09/26/2022,"3,349.01","3,407.50","3,408.35","3,332.69",-1.76%
09/23/2022,"3,408.95","3,435.88","3,454.41","3,403.96",-0.72%
09/22/2022,"3,433.70","3,460.20","3,471.48","3,429.78",-0.78%
09/21/2022,"3,460.52","3,497.74","3,499.46","3,450.36",-1.07%
09/20/2022,"3,497.88","3,473.28","3,524.89","3,465.88",0.69%
09/19/2022,"3,474.00","3,487.88","3,487.88","3,451.11",-0.44%
09/16/2022,"3,489.33","3,464.97","3,489.92","3,442.23",1.70%
09/14/2022,"3,431.04","3,456.18","3,456.21","3,389.62",-0.77%
09/13/2022,"3,457.63","3,401.93","3,457.99","3,401.93",1.64%
09/12/2022,"3,401.93","3,360.96","3,408.33","3,360.96",1.22%
09/09/2022,"3,360.83","3,360.05","3,387.02","3,358.29",0.04%
09/08/2022,"3,359.33","3,384.49","3,399.10","3,358.73",-0.68%
09/07/2022,"3,382.31","3,395.98","3,395.98","3,375.91",-0.41%
09/06/2022,"3,396.11","3,354.59","3,396.24","3,354.54",1.24%
09/05/2022,"3,354.43","3,392.49","3,393.14","3,347.69",-1.18%
09/02/2022,"3,394.32","3,412.79","3,423.71","3,391.75",-0.59%
09/01/2022,"3,414.61","3,443.11","3,478.74","3,414.40",-0.83%
08/31/2022,"3,443.11","3,461.41","3,478.63","3,442.31",-0.59%
08/30/2022,"3,463.59","3,436.43","3,466.62","3,436.33",0.79%
08/29/2022,"3,436.43","3,462.89","3,462.89","3,425.30",-0.76%
08/26/2022,"3,462.89","3,462.65","3,478.64","3,454.02",0.01%
08/25/2022,"3,462.65","3,423.15","3,474.12","3,423.15",1.20%
08/24/2022,"3,421.69","3,392.69","3,425.11","3,392.68",0.85%
08/23/2022,"3,392.69","3,406.28","3,411.90","3,386.80",-0.45%
08/22/2022,"3,408.11","3,420.07","3,424.13","3,396.58",-0.34%
08/19/2022,"3,419.72","3,430.63","3,442.69","3,418.67",-0.37%
08/18/2022,"3,432.45","3,457.02","3,472.03","3,422.47",-0.73%
08/17/2022,"3,457.75","3,413.86","3,461.92","3,412.29",1.26%
08/16/2022,"3,414.59","3,397.62","3,414.59","3,382.98",0.51%
08/15/2022,"3,397.32","3,395.01","3,411.84","3,385.00",0.07%
08/12/2022,"3,395.01","3,385.60","3,395.10","3,351.10",0.28%
08/11/2022,"3,385.60","3,393.51","3,407.46","3,375.54",-0.25%
08/10/2022,"3,394.24","3,386.92","3,398.36","3,376.04",0.26%
08/09/2022,"3,385.47","3,348.56","3,390.25","3,343.26",1.10%
08/08/2022,"3,348.56","3,317.13","3,349.32","3,317.13",0.95%
08/05/2022,"3,317.13","3,320.80","3,333.14","3,312.36",-0.11%
08/04/2022,"3,320.67","3,340.27","3,343.45","3,317.17",-0.54%
08/03/2022,"3,338.80","3,348.15","3,354.64","3,316.29",-0.27%
08/02/2022,"3,347.93","3,377.12","3,378.10","3,335.38",-0.86%
08/01/2022,"3,377.12","3,340.89","3,377.12","3,334.07",1.17%
07/29/2022,"3,337.96","3,301.20","3,340.89","3,301.20",1.11%
07/28/2022,"3,301.20","3,262.73","3,304.02","3,262.73",1.25%
07/27/2022,"3,260.53","3,247.14","3,260.53","3,243.49",0.41%
07/26/2022,"3,247.33","3,235.99","3,258.00","3,219.81",0.35%
07/25/2022,"3,235.90","3,257.16","3,260.12","3,235.90",-0.65%
07/22/2022,"3,256.96","3,252.38","3,278.79","3,244.65",0.03%
07/21/2022,"3,256.07","3,211.66","3,256.14","3,211.66",1.38%
07/20/2022,"3,211.66","3,186.43","3,231.41","3,186.43",0.79%
07/19/2022,"3,186.43","3,170.90","3,191.59","3,162.51",0.49%
07/18/2022,"3,170.90","3,162.42","3,179.00","3,155.26",0.34%
07/15/2022,"3,160.22","3,153.87","3,172.57","3,141.84",0.20%
07/14/2022,"3,153.87","3,112.82","3,160.11","3,109.04",1.32%
07/13/2022,"3,112.82","3,128.48","3,147.93","3,105.98",-0.51%
07/12/2022,"3,128.70","3,109.60","3,144.71","3,103.11",0.64%
07/07/2022,"3,108.87","3,062.52","3,130.61","3,062.11",1.54%
07/06/2022,"3,061.80","3,123.27","3,132.08","3,059.61",-1.92%
07/05/2022,"3,121.83","3,159.78","3,159.81","3,117.71",-1.13%
07/04/2022,"3,157.61","3,201.81","3,219.32","3,154.21",-1.38%
07/01/2022,"3,201.81","3,224.74","3,225.36","3,187.17",-0.67%
06/30/2022,"3,223.29","3,245.72","3,256.55","3,218.61",-0.69%
06/29/2022,"3,245.84","3,254.53","3,254.88","3,231.80",-0.21%
06/28/2022,"3,252.71","3,218.22","3,252.71","3,208.15",1.09%
06/27/2022,"3,217.50","3,204.07","3,251.61","3,204.07",0.49%
06/24/2022,"3,201.90","3,200.76","3,225.99","3,192.33",0.09%
06/23/2022,"3,198.94","3,235.98","3,240.34","3,190.96",-1.14%
06/22/2022,"3,235.98","3,264.31","3,265.71","3,207.64",-0.87%
06/21/2022,"3,264.31","3,210.43","3,287.24","3,210.43",1.68%
06/20/2022,"3,210.32","3,260.27","3,260.27","3,194.17",-1.59%
06/17/2022,"3,262.08","3,278.61","3,278.78","3,243.93",-0.56%
06/16/2022,"3,280.42","3,335.79","3,353.22","3,266.90",-1.66%
06/15/2022,"3,335.79","3,295.98","3,350.83","3,281.31",1.15%
06/14/2022,"3,297.80","3,288.23","3,305.59","3,270.13",0.33%
06/13/2022,"3,287.10","3,374.33","3,374.33","3,278.08",-2.65%
06/10/2022,"3,376.50","3,371.49","3,391.71","3,361.74",0.08%
06/09/2022,"3,373.65","3,394.31","3,402.68","3,366.07",-0.65%
06/08/2022,"3,395.75","3,371.52","3,411.17","3,368.59",0.68%
06/07/2022,"3,372.96","3,388.21","3,390.40","3,352.74",-0.47%
06/06/2022,"3,388.93","3,386.28","3,399.62","3,372.22",0.06%
06/03/2022,"3,386.77","3,395.54","3,407.76","3,367.74",-0.27%
06/02/2022,"3,396.00","3,407.06","3,415.01","3,383.87",-0.33%
06/01/2022,"3,407.29","3,346.52","3,419.32","3,346.04",1.79%
05/31/2022,"3,347.24","3,346.55","3,358.31","3,330.99",0.06%
05/30/2022,"3,345.12","3,297.70","3,363.44","3,297.45",1.46%
05/27/2022,"3,296.99","3,295.34","3,313.03","3,279.64",0.03%
05/26/2022,"3,296.06","3,258.04","3,299.99","3,257.88",1.17%
05/25/2022,"3,258.04","3,260.68","3,305.49","3,256.31",-0.03%
05/24/2022,"3,258.88","3,307.39","3,317.24","3,235.31",-1.47%
05/23/2022,"3,307.39","3,393.18","3,397.67","3,296.85",-2.53%
05/20/2022,"3,393.18","3,393.84","3,434.10","3,377.48",0.09%
05/19/2022,"3,390.25","3,435.87","3,435.87","3,362.97",-1.37%
05/18/2022,"3,437.30","3,469.91","3,496.90","3,437.30",-0.94%
05/17/2022,"3,469.91","3,418.57","3,502.32","3,418.57",1.50%
05/13/2022,"3,418.57","3,327.28","3,459.65","3,325.16",2.77%
05/12/2022,"3,326.57","3,529.24","3,529.24","3,312.77",-5.72%
05/11/2022,"3,528.53","3,597.88","3,630.61","3,527.85",-1.93%
05/10/2022,"3,597.88","3,622.01","3,623.84","3,597.88",-0.67%
05/09/2022,"3,622.01","3,694.89","3,694.89","3,622.01",-1.97%
05/06/2022,"3,694.89","3,732.87","3,732.87","3,694.42",-1.04%
05/05/2022,"3,733.70","3,717.97","3,747.94","3,717.97",0.38%
04/29/2022,"3,719.63","3,720.63","3,720.75","3,697.67",-0.03%
04/28/2022,"3,720.63","3,687.69","3,721.32","3,687.69",0.89%
04/27/2022,"3,687.69","3,665.03","3,687.98","3,651.35",0.60%
04/26/2022,"3,665.86","3,651.94","3,674.99","3,645.73",0.34%
04/25/2022,"3,653.60","3,677.01","3,677.01","3,647.29",-0.79%
04/22/2022,"3,682.82","3,662.00","3,688.27","3,655.10",0.55%
04/21/2022,"3,662.82","3,648.45","3,691.39","3,647.69",0.39%
04/20/2022,"3,648.45","3,647.22","3,669.80","3,637.24",0.06%
04/19/2022,"3,646.18","3,589.10","3,656.08","3,589.10",1.64%
04/18/2022,"3,587.44","3,601.48","3,609.93","3,578.04",-0.40%
04/15/2022,"3,601.67","3,584.98","3,608.18","3,584.03",0.47%
04/14/2022,"3,584.98","3,582.22","3,592.64","3,572.47",0.08%
04/13/2022,"3,582.22","3,569.12","3,588.64","3,564.70",0.38%
04/12/2022,"3,568.83","3,587.68","3,590.46","3,549.40",-0.53%
04/11/2022,"3,587.68","3,543.27","3,598.42","3,539.18",1.30%
04/08/2022,"3,541.61","3,514.82","3,550.59","3,512.00",0.75%
04/07/2022,"3,515.34","3,499.79","3,522.62","3,488.63",0.44%
04/06/2022,"3,499.79","3,500.17","3,512.53","3,476.90",-0.06%
04/05/2022,"3,501.83","3,520.76","3,540.35","3,490.70",-0.51%
04/04/2022,"3,519.93","3,534.99","3,543.78","3,507.10",-0.47%
04/01/2022,"3,536.65","3,525.12","3,536.75","3,505.63",0.28%
03/31/2022,"3,526.60","3,528.22","3,533.37","3,506.28",-0.02%
03/30/2022,"3,527.39","3,515.46","3,549.58","3,515.37",0.35%
03/29/2022,"3,515.24","3,486.03","3,539.83","3,481.64",0.89%
03/28/2022,"3,484.38","3,412.18","3,484.38","3,409.29",2.12%
03/25/2022,"3,412.18","3,379.78","3,412.18","3,373.66",0.97%
03/24/2022,"3,379.48","3,362.86","3,379.48","3,351.87",0.54%
03/23/2022,"3,361.20","3,349.56","3,366.63","3,344.49",0.35%
03/22/2022,"3,349.56","3,360.14","3,368.33","3,334.13",-0.31%
03/21/2022,"3,360.14","3,350.09","3,379.72","3,344.55",0.30%
03/18/2022,"3,350.09","3,401.54","3,404.23","3,350.09",-1.75%
03/17/2022,"3,409.84","3,372.77","3,413.42","3,361.79",1.11%
03/16/2022,"3,372.50","3,304.97","3,372.86","3,301.82",2.03%
03/15/2022,"3,305.34","3,353.51","3,363.54","3,298.39",-1.44%
03/14/2022,"3,353.51","3,401.57","3,416.64","3,353.25",-1.44%
03/11/2022,"3,402.40","3,382.51","3,411.41","3,373.80",0.59%
03/10/2022,"3,382.43","3,385.60","3,395.53","3,360.18",-0.09%
03/09/2022,"3,385.34","3,411.87","3,430.78","3,385.34",-0.78%
03/08/2022,"3,411.87","3,419.01","3,437.56","3,382.29",-0.20%
03/07/2022,"3,418.75","3,450.23","3,450.23","3,399.77",-0.89%
03/04/2022,"3,449.40","3,482.86","3,483.29","3,434.73",-0.94%
03/03/2022,"3,482.03","3,467.71","3,509.05","3,467.22",0.41%
03/02/2022,"3,467.71","3,397.73","3,471.98","3,387.81",2.06%
03/01/2022,"3,397.63","3,355.47","3,397.82","3,338.46",1.28%
02/28/2022,"3,354.64","3,312.31","3,355.31","3,275.83",1.28%
02/25/2022,"3,312.31","3,274.80","3,319.44","3,274.70",1.16%
02/24/2022,"3,274.38","3,332.47","3,332.47","3,230.56",-1.84%
02/23/2022,"3,335.79","3,309.28","3,336.02","3,306.66",0.80%
02/22/2022,"3,309.28","3,309.72","3,315.33","3,268.68",-0.06%
02/21/2022,"3,311.38","3,327.07","3,332.83","3,311.38",-0.47%
02/18/2022,"3,327.07","3,329.22","3,332.20","3,305.78",-0.09%
02/17/2022,"3,330.05","3,326.51","3,339.49","3,318.06",0.13%
02/16/2022,"3,325.68","3,280.52","3,325.81","3,280.52",1.43%
02/15/2022,"3,278.86","3,251.96","3,282.97","3,245.06",0.96%
02/14/2022,"3,247.81","3,255.83","3,255.83","3,200.33",-0.30%
02/11/2022,"3,257.49","3,251.51","3,258.78","3,233.75",0.22%
02/10/2022,"3,250.33","3,245.85","3,268.91","3,238.93",0.15%
02/09/2022,"3,245.56","3,213.46","3,249.30","3,212.11",1.00%
02/08/2022,"3,213.46","3,189.27","3,219.55","3,187.91",0.77%
02/07/2022,"3,188.82","3,171.14","3,190.33","3,167.65",0.57%
02/04/2022,"3,170.67","3,151.97","3,171.53","3,144.02",0.57%
02/03/2022,"3,152.80","3,174.46","3,176.83","3,139.50",-0.68%
02/02/2022,"3,174.33","3,170.88","3,188.77","3,169.80",0.12%
02/01/2022,"3,170.59","3,201.42","3,201.55","3,161.92",-1.01%
01/31/2022,"3,203.08","3,220.37","3,220.37","3,173.75",-0.54%
01/28/2022,"3,220.37","3,188.30","3,223.71","3,186.35",1.01%
01/27/2022,"3,188.30","3,173.77","3,192.74","3,158.01",0.49%
01/26/2022,"3,172.82","3,157.23","3,184.08","3,154.04",0.49%
01/25/2022,"3,157.23","3,145.84","3,169.77","3,126.86",0.34%
01/24/2022,"3,146.67","3,209.34","3,209.34","3,136.97",-1.97%
01/21/2022,"3,209.82","3,168.22","3,212.90","3,159.94",1.29%
01/20/2022,"3,169.05","3,168.71","3,185.92","3,161.19",0.01%
01/19/2022,"3,168.63","3,178.71","3,178.71","3,146.75",-0.29%
01/18/2022,"3,177.88","3,179.35","3,199.37","3,164.67",-0.05%
01/17/2022,"3,179.35","3,201.77","3,223.34","3,152.94",-0.70%
01/14/2022,"3,201.77","3,214.60","3,214.60","3,192.75",-0.40%
01/13/2022,"3,214.60","3,208.14","3,214.60","3,182.15",0.20%
01/12/2022,"3,208.14","3,208.08","3,231.19","3,191.09",0.01%
01/11/2022,"3,207.81","3,229.57","3,233.36","3,200.54",-0.67%
01/10/2022,"3,229.57","3,219.57","3,238.28","3,216.33",0.31%
