Date,Price,Open,High,Low,Change %
10/08/2024,"9,258.71","9,146.97","9,261.72","9,146.97",1.22%
10/07/2024,"9,146.97","9,179.77","9,189.57","9,114.93",-0.36%
10/04/2024,"9,179.77","9,213.74","9,228.41","9,157.09",-0.37%
10/03/2024,"9,213.74","9,307.07","9,332.57","9,203.06",-1.00%
10/02/2024,"9,307.07","9,405.66","9,405.66","9,302.50",-1.05%
10/01/2024,"9,405.66","9,425.49","9,437.57","9,381.54",-0.21%
09/30/2024,"9,425.49","9,469.48","9,469.48","9,379.47",-0.46%
09/27/2024,"9,469.48","9,513.90","9,513.90","9,465.36",-0.47%
09/26/2024,"9,513.90","9,516.31","9,516.31","9,477.50",-0.03%
09/25/2024,"9,516.31","9,460.83","9,516.31","9,428.58",0.59%
09/24/2024,"9,460.83","9,453.75","9,462.32","9,426.37",0.07%
09/23/2024,"9,453.75","9,438.51","9,463.69","9,429.93",0.16%
09/20/2024,"9,438.51","9,500.22","9,506.04","9,438.51",-0.65%
09/19/2024,"9,500.22","9,422.59","9,500.22","9,396.24",0.82%
09/18/2024,"9,422.59","9,427.71","9,427.89","9,375.55",-0.05%
09/17/2024,"9,427.71","9,389.31","9,427.71","9,380.94",0.41%
09/16/2024,"9,389.31","9,350.32","9,408.27","9,349.91",0.42%
09/13/2024,"9,350.32","9,307.72","9,425.48","9,307.16",0.46%
09/12/2024,"9,307.72","9,322.72","9,351.54","9,307.72",-0.16%
09/11/2024,"9,322.72","9,402.46","9,404.80","9,315.79",-0.85%
09/10/2024,"9,402.46","9,355.30","9,406.27","9,355.30",0.50%
09/09/2024,"9,355.30","9,448.05","9,448.05","9,352.40",-0.98%
09/06/2024,"9,448.05","9,477.34","9,478.83","9,423.62",-0.31%
09/05/2024,"9,477.34","9,366.71","9,486.45","9,359.28",1.18%
09/04/2024,"9,366.71","9,379.09","9,379.09","9,287.55",-0.13%
09/03/2024,"9,379.09","9,363.04","9,379.09","9,326.11",0.17%
09/02/2024,"9,363.04","9,284.93","9,363.04","9,267.09",0.84%
08/30/2024,"9,284.93","9,232.56","9,296.70","9,228.64",0.57%
08/29/2024,"9,232.56","9,288.93","9,297.74","9,206.82",-0.61%
08/28/2024,"9,288.93","9,333.98","9,349.33","9,288.93",-0.48%
08/27/2024,"9,333.98","9,356.44","9,368.05","9,309.97",-0.24%
08/26/2024,"9,356.44","9,373.97","9,397.25","9,326.27",-0.19%
08/23/2024,"9,373.97","9,370.70","9,384.23","9,331.69",0.03%
08/22/2024,"9,370.70","9,347.61","9,370.70","9,342.83",0.25%
08/21/2024,"9,347.61","9,316.79","9,347.61","9,289.90",0.33%
08/20/2024,"9,316.79","9,305.36","9,316.79","9,296.66",0.12%
08/19/2024,"9,305.36","9,286.03","9,319.90","9,281.50",0.21%
08/16/2024,"9,286.03","9,236.95","9,289.07","9,234.41",0.53%
08/15/2024,"9,236.95","9,225.61","9,239.56","9,190.43",0.12%
08/14/2024,"9,225.61","9,175.13","9,225.61","9,175.13",0.55%
08/13/2024,"9,175.13","9,214.93","9,269.33","9,160.06",-0.43%
08/12/2024,"9,214.93","9,305.59","9,339.22","9,214.93",-0.97%
08/09/2024,"9,305.59","9,255.14","9,327.90","9,206.93",0.55%
08/08/2024,"9,255.14","9,179.74","9,266.44","9,142.28",0.82%
08/07/2024,"9,179.74","9,083.69","9,229.30","9,083.69",1.06%
08/06/2024,"9,083.69","8,974.69","9,134.64","8,974.69",1.21%
08/05/2024,"8,974.69","9,292.20","9,292.20","8,972.69",-3.42%
08/02/2024,"9,292.20","9,366.58","9,366.58","9,266.98",-0.79%
08/01/2024,"9,366.58","9,338.96","9,385.59","9,330.13",0.30%
07/31/2024,"9,338.96","9,396.49","9,397.97","9,317.03",-0.61%
07/30/2024,"9,396.49","9,395.43","9,427.85","9,387.30",0.01%
07/29/2024,"9,395.43","9,317.79","9,395.43","9,309.35",0.83%
07/26/2024,"9,317.79","9,303.41","9,319.84","9,284.80",0.15%
07/25/2024,"9,303.41","9,263.44","9,303.41","9,240.53",0.43%
07/24/2024,"9,263.44","9,234.22","9,297.78","9,229.14",0.32%
07/23/2024,"9,234.22","9,278.92","9,294.34","9,234.22",-0.48%
07/22/2024,"9,278.92","9,246.33","9,278.92","9,245.56",0.49%
07/19/2024,"9,233.68","9,226.04","9,242.63","9,220.17",0.08%
07/18/2024,"9,226.48","9,168.43","9,235.96","9,124.29",0.63%
07/17/2024,"9,168.43","9,156.10","9,168.43","9,127.25",0.13%
07/16/2024,"9,156.10","9,144.82","9,158.42","9,129.41",0.12%
07/15/2024,"9,144.82","9,142.94","9,151.59","9,116.45",0.02%
07/12/2024,"9,142.94","9,151.30","9,158.57","9,119.56",-0.09%
07/11/2024,"9,151.30","9,138.45","9,165.60","9,118.96",0.14%
07/10/2024,"9,138.45","9,136.11","9,146.15","9,107.27",0.03%
07/09/2024,"9,136.11","9,133.33","9,140.46","9,109.51",0.03%
07/08/2024,"9,133.33","9,138.87","9,149.18","9,110.48",-0.06%
07/05/2024,"9,138.87","9,126.44","9,138.87","9,119.02",0.14%
07/04/2024,"9,126.44","9,093.83","9,126.44","9,065.16",0.36%
07/03/2024,"9,093.83","9,087.83","9,101.27","9,085.01",0.07%
07/02/2024,"9,087.83","9,060.02","9,096.49","9,034.88",0.31%
07/01/2024,"9,060.02","9,060.73","9,077.93","9,025.98",-0.01%
06/28/2024,"9,060.73","9,004.09","9,071.21","8,996.37",0.63%
06/27/2024,"9,004.09","8,965.81","9,011.84","8,965.74",0.43%
06/26/2024,"8,965.81","9,001.80","9,056.85","8,965.81",-0.40%
06/25/2024,"9,001.80","9,022.32","9,049.91","8,972.45",-0.23%
06/24/2024,"9,022.32","9,013.07","9,043.19","8,999.98",0.10%
06/21/2024,"9,013.07","8,949.84","9,055.05","8,946.92",0.71%
06/20/2024,"8,949.84","8,969.44","8,979.34","8,902.31",-0.22%
06/19/2024,"8,969.44","8,932.94","8,970.82","8,900.64",0.41%
06/14/2024,"8,932.94","8,978.83","9,001.75","8,914.81",-0.51%
06/13/2024,"8,978.83","8,930.02","8,978.83","8,847.03",0.55%
06/12/2024,"8,930.02","8,999.89","9,012.81","8,873.12",-0.78%
06/11/2024,"8,999.89","8,989.70","9,016.47","8,980.74",0.11%
06/10/2024,"8,989.70","8,957.15","9,000.64","8,947.07",0.36%
06/07/2024,"8,957.15","8,937.72","8,964.00","8,936.49",0.22%
06/06/2024,"8,937.72","8,948.09","8,967.20","8,928.55",-0.12%
06/05/2024,"8,948.09","8,918.51","8,986.19","8,917.27",0.33%
06/04/2024,"8,918.51","8,917.61","8,930.13","8,820.51",0.01%
06/03/2024,"8,917.61","8,862.58","8,973.98","8,862.58",0.62%
05/31/2024,"8,862.58","8,752.20","8,862.58","8,749.20",1.26%
05/30/2024,"8,752.20","8,710.96","8,752.49","8,710.04",0.47%
05/29/2024,"8,710.96","8,742.22","8,768.79","8,709.10",-0.36%
05/28/2024,"8,742.22","8,830.65","8,835.00","8,742.22",-1.00%
05/27/2024,"8,830.65","8,833.50","8,856.81","8,822.86",-0.03%
05/24/2024,"8,833.50","8,889.76","8,904.25","8,833.50",-0.63%
05/23/2024,"8,889.76","8,972.99","8,972.99","8,873.02",-0.93%
05/22/2024,"8,972.99","9,008.64","9,018.33","8,960.98",-0.40%
05/21/2024,"9,008.64","9,037.77","9,046.90","9,004.41",-0.32%
05/20/2024,"9,037.77","9,041.65","9,044.73","9,021.61",-0.04%
05/17/2024,"9,041.65","9,039.31","9,045.89","9,031.42",0.03%
05/16/2024,"9,039.31","9,021.46","9,039.31","9,018.53",0.20%
05/15/2024,"9,021.46","9,058.46","9,065.14","9,018.48",-0.41%
05/14/2024,"9,058.46","9,093.17","9,125.14","9,058.46",-0.38%
05/13/2024,"9,093.17","9,090.39","9,111.31","9,081.71",0.03%
05/10/2024,"9,090.39","9,119.23","9,130.08","9,088.86",-0.32%
05/09/2024,"9,119.23","9,177.26","9,177.26","9,111.16",-0.63%
05/08/2024,"9,177.26","9,071.74","9,177.26","9,061.92",1.16%
05/07/2024,"9,071.74","9,035.18","9,122.50","9,035.18",0.40%
05/06/2024,"9,035.18","9,037.40","9,043.55","9,024.65",-0.02%
05/03/2024,"9,037.40","9,024.23","9,042.93","9,024.23",0.15%
05/02/2024,"9,024.23","9,032.06","9,052.78","9,024.23",-0.09%
05/01/2024,"9,032.06","9,067.42","9,081.06","9,032.06",-0.39%
04/30/2024,"9,067.42","9,063.31","9,099.98","9,063.31",0.05%
04/29/2024,"9,063.31","9,042.28","9,079.12","9,042.28",0.23%
04/26/2024,"9,042.28","9,041.51","9,071.73","9,038.11",0.01%
04/25/2024,"9,041.51","9,045.03","9,060.44","9,037.74",-0.04%
04/24/2024,"9,045.03","9,051.38","9,086.01","9,045.03",-0.07%
04/23/2024,"9,051.38","9,075.70","9,107.85","9,051.38",-0.27%
04/22/2024,"9,075.70","9,126.10","9,142.40","9,075.70",-0.55%
04/19/2024,"9,126.10","9,182.47","9,182.47","9,126.10",-0.61%
04/18/2024,"9,182.47","9,165.19","9,196.96","9,165.19",0.19%
04/17/2024,"9,165.19","9,194.32","9,212.06","9,165.19",-0.32%
04/16/2024,"9,194.32","9,253.74","9,279.12","9,194.32",-0.64%
04/15/2024,"9,253.74","9,237.26","9,270.81","9,179.94",0.18%
04/05/2024,"9,237.26","9,239.38","9,239.38","9,219.55",-0.02%
04/04/2024,"9,239.38","9,209.48","9,242.33","9,209.48",0.32%
04/03/2024,"9,209.48","9,252.61","9,255.40","9,209.48",-0.47%
04/02/2024,"9,252.61","9,245.05","9,254.50","9,236.54",0.08%
04/01/2024,"9,245.05","9,228.09","9,254.96","9,228.09",0.18%
03/29/2024,"9,228.09","9,263.96","9,279.67","9,228.09",-0.39%
03/28/2024,"9,263.96","9,273.16","9,283.19","9,260.70",-0.10%
03/27/2024,"9,273.16","9,318.46","9,321.51","9,272.75",-0.49%
03/26/2024,"9,318.46","9,319.49","9,337.34","9,318.46",-0.01%
03/25/2024,"9,319.49","9,321.59","9,330.56","9,307.29",-0.02%
03/22/2024,"9,321.59","9,285.60","9,322.02","9,284.66",0.39%
03/21/2024,"9,285.60","9,269.46","9,291.91","9,265.54",0.17%
03/20/2024,"9,269.46","9,259.11","9,275.58","9,259.11",0.11%
03/19/2024,"9,259.11","9,247.47","9,276.72","9,247.47",0.13%
03/18/2024,"9,247.47","9,771.09","9,813.60","9,288.83",0.28%
03/15/2024,"9,221.37","9,255.06","9,255.06","9,188.28",-0.36%
03/14/2024,"9,255.06","9,243.81","9,255.06","9,193.31",0.12%
03/13/2024,"9,243.81","9,228.64","9,248.55","9,228.64",0.16%
03/12/2024,"9,228.64","9,232.24","9,244.45","9,228.64",-0.04%
03/11/2024,"9,232.24","9,234.47","9,254.03","9,224.12",-0.02%
03/08/2024,"9,234.47","9,225.83","9,241.53","9,200.20",0.09%
03/07/2024,"9,225.83","9,225.24","9,243.41","9,220.18",0.01%
03/06/2024,"9,225.24","9,236.30","9,255.01","9,212.48",-0.12%
03/05/2024,"9,236.30","9,285.59","9,291.66","9,236.30",-0.53%
03/04/2024,"9,285.59","9,278.91","9,298.23","9,273.72",0.07%
03/01/2024,"9,278.91","9,254.81","9,287.92","9,244.81",0.26%
02/29/2024,"9,254.81","9,283.30","9,285.21","9,233.69",-0.31%
02/28/2024,"9,283.30","9,287.80","9,295.03","9,263.12",-0.05%
02/27/2024,"9,287.80","9,260.60","9,287.80","9,224.51",0.29%
02/26/2024,"9,260.60","9,279.94","9,299.52","9,252.12",-0.21%
02/23/2024,"9,279.94","9,315.49","9,327.21","9,271.35",-0.38%
02/22/2024,"9,315.45","9,389.09","9,395.39","9,315.45",-0.78%
02/21/2024,"9,389.09","9,400.28","9,403.40","9,353.49",-0.12%
02/20/2024,"9,400.28","9,410.38","9,413.06","9,383.93",-0.11%
02/19/2024,"9,410.38","9,427.01","9,427.01","9,391.40",-0.18%
02/16/2024,"9,427.01","9,404.98","9,427.01","9,386.83",0.23%
02/15/2024,"9,404.98","9,395.03","9,421.07","9,393.19",0.11%
02/14/2024,"9,395.03","9,351.22","9,409.98","9,342.36",0.47%
02/13/2024,"9,351.22","9,324.19","9,353.83","9,321.93",0.29%
02/12/2024,"9,324.19","9,344.05","9,355.80","9,322.95",-0.21%
02/09/2024,"9,344.05","9,362.60","9,373.44","9,339.04",-0.20%
02/08/2024,"9,362.60","9,354.69","9,380.02","9,349.03",0.08%
02/07/2024,"9,354.69","9,332.07","9,359.36","9,325.50",0.24%
02/06/2024,"9,332.07","9,427.88","9,442.69","9,332.07",-1.02%
02/05/2024,"9,427.88","9,456.25","9,474.80","9,427.88",-0.30%
02/02/2024,"9,456.25","9,469.82","9,479.36","9,454.21",-0.14%
02/01/2024,"9,469.82","9,508.32","9,520.17","9,452.83",-0.40%
01/31/2024,"9,508.32","9,518.83","9,545.67","9,506.45",-0.11%
01/30/2024,"9,518.83","9,550.74","9,564.98","9,518.83",-0.33%
01/29/2024,"9,550.74","9,567.68","9,576.85","9,521.68",-0.18%
01/26/2024,"9,567.68","9,626.65","9,631.18","9,562.29",-0.61%
01/25/2024,"9,626.65","9,655.35","9,678.67","9,626.65",-0.30%
01/24/2024,"9,655.35","9,653.34","9,693.56","9,646.22",0.02%
01/23/2024,"9,653.34","9,680.45","9,690.08","9,630.15",-0.28%
01/22/2024,"9,680.45","9,712.40","9,727.03","9,657.83",-0.33%
01/19/2024,"9,712.40","9,719.37","9,744.99","9,681.69",-0.07%
01/18/2024,"9,719.37","9,724.26","9,757.22","9,712.52",-0.05%
01/17/2024,"9,724.26","9,761.36","9,761.36","9,702.40",-0.38%
01/16/2024,"9,761.36","9,777.67","9,777.67","9,705.16",-0.17%
01/15/2024,"9,777.67","9,791.16","9,795.29","9,695.31",-0.14%
01/12/2024,"9,791.16","9,844.70","9,844.70","9,767.44",-0.54%
01/11/2024,"9,844.70","9,796.75","9,858.04","9,784.30",0.49%
01/10/2024,"9,796.75","9,767.00","9,796.75","9,762.95",0.30%
01/09/2024,"9,767.00","9,711.58","9,788.39","9,710.56",0.57%
01/08/2024,"9,711.58","9,660.75","9,718.00","9,660.75",0.53%
01/05/2024,"9,660.75","9,650.10","9,676.18","9,638.15",0.11%
01/04/2024,"9,650.10","9,715.51","9,747.67","9,640.77",-0.67%
01/03/2024,"9,715.51","9,587.93","9,734.98","9,587.93",1.33%
01/02/2024,"9,587.93","9,577.85","9,587.93","9,547.26",0.11%
12/29/2023,"9,577.85","9,563.96","9,577.85","9,531.21",0.15%
12/28/2023,"9,563.96","9,526.14","9,563.96","9,526.14",0.40%
12/27/2023,"9,526.14","9,516.93","9,533.45","9,509.91",0.10%
12/26/2023,"9,516.93","9,484.42","9,516.93","9,472.81",0.34%
12/25/2023,"9,484.42","9,489.80","9,499.36","9,475.21",-0.06%
12/22/2023,"9,489.80","9,494.02","9,494.40","9,460.19",-0.04%
12/21/2023,"9,494.02","9,482.08","9,494.02","9,457.37",0.13%
12/20/2023,"9,482.08","9,493.75","9,506.97","9,481.71",-0.12%
12/19/2023,"9,493.75","9,476.84","9,493.75","9,471.22",0.18%
12/18/2023,"9,476.84","9,497.80","9,508.40","9,466.39",-0.22%
12/15/2023,"9,497.80","9,475.99","9,502.17","9,469.40",0.23%
12/14/2023,"9,475.99","9,436.77","9,475.99","9,424.20",0.42%
12/13/2023,"9,436.77","9,449.10","9,451.95","9,427.87",-0.13%
12/12/2023,"9,449.10","9,411.75","9,449.10","9,400.42",0.40%
12/11/2023,"9,411.75","9,400.75","9,412.92","9,367.04",0.12%
12/08/2023,"9,400.75","9,470.44","9,470.58","9,400.75",-0.74%
12/07/2023,"9,470.44","9,481.07","9,481.07","9,439.80",-0.11%
12/06/2023,"9,481.07","9,520.07","9,520.07","9,459.33",-0.41%
12/05/2023,"9,520.07","9,539.08","9,539.08","9,490.92",-0.20%
12/01/2023,"9,539.08","9,559.57","9,559.57","9,523.74",-0.21%
11/30/2023,"9,559.57","9,553.45","9,564.12","9,538.54",0.06%
11/29/2023,"9,553.45","9,541.13","9,553.45","9,522.50",0.13%
11/28/2023,"9,541.13","9,515.37","9,541.13","9,496.39",0.27%
11/27/2023,"9,515.37","9,555.23","9,555.23","9,509.14",-0.42%
11/24/2023,"9,555.23","9,533.51","9,555.23","9,520.65",0.23%
11/23/2023,"9,533.51","9,532.79","9,533.51","9,505.71",0.01%
11/22/2023,"9,532.79","9,541.76","9,547.54","9,507.70",-0.09%
11/21/2023,"9,541.76","9,575.36","9,576.24","9,526.20",-0.35%
11/20/2023,"9,575.36","9,575.34","9,586.22","9,557.62",0.00%
11/17/2023,"9,575.34","9,607.09","9,607.09","9,558.03",-0.33%
11/16/2023,"9,607.09","9,565.76","9,607.09","9,548.83",0.43%
11/15/2023,"9,565.76","9,529.56","9,565.76","9,525.01",0.38%
11/14/2023,"9,529.56","9,536.80","9,553.88","9,527.64",-0.08%
11/13/2023,"9,536.80","9,552.72","9,579.40","9,536.35",-0.13%
11/10/2023,"9,548.88","9,528.95","9,568.73","9,242.34",0.21%
11/09/2023,"9,528.95","9,545.68","9,545.68","9,515.42",-0.18%
11/08/2023,"9,545.68","9,551.47","9,558.73","9,520.78",-0.06%
11/07/2023,"9,551.47","9,552.13","9,578.71","9,543.50",-0.01%
11/06/2023,"9,552.13","9,510.49","9,552.13","9,510.49",0.44%
11/03/2023,"9,510.49","9,486.43","9,510.49","9,468.66",0.25%
11/02/2023,"9,486.43","9,429.32","9,497.30","9,429.32",0.61%
11/01/2023,"9,429.32","9,343.88","9,429.32","9,324.48",0.91%
10/31/2023,"9,343.88","9,285.37","9,343.88","9,285.37",0.63%
10/30/2023,"9,285.37","9,236.85","9,301.14","9,236.85",0.53%
10/27/2023,"9,236.85","9,242.18","9,272.56","9,219.64",-0.06%
10/26/2023,"9,242.18","9,324.88","9,352.75","9,242.18",-0.89%
10/25/2023,"9,324.88","9,272.62","9,343.85","9,272.62",0.56%
10/24/2023,"9,272.62","9,275.82","9,316.03","9,272.62",-0.03%
10/23/2023,"9,275.82","9,306.51","9,362.42","9,273.66",-0.33%
10/20/2023,"9,306.51","9,428.35","9,437.07","9,295.26",-1.29%
10/19/2023,"9,428.35","9,482.89","9,509.04","9,428.35",-0.59%
10/18/2023,"9,483.98","9,553.59","9,553.59","9,481.88",-0.73%
10/17/2023,"9,553.59","9,479.09","9,567.83","9,479.09",0.79%
10/16/2023,"9,479.09","9,482.97","9,514.48","9,436.78",-0.04%
10/13/2023,"9,482.97","9,591.89","9,678.16","9,453.01",-1.14%
10/12/2023,"9,591.89","9,647.76","9,670.59","9,570.49",-0.58%
10/11/2023,"9,647.76","9,613.83","9,658.59","9,613.83",0.35%
10/10/2023,"9,613.83","9,630.54","9,664.50","9,611.15",-0.17%
10/09/2023,"9,630.54","9,756.43","9,756.43","9,620.77",-1.29%
10/06/2023,"9,756.43","9,762.17","9,785.36","9,729.69",-0.06%
10/05/2023,"9,762.17","9,823.84","9,825.53","9,760.12",-0.63%
10/04/2023,"9,823.84","9,839.09","9,853.69","9,801.11",-0.15%
10/03/2023,"9,839.09","9,787.56","9,858.57","9,787.56",0.53%
10/02/2023,"9,787.56","9,785.32","9,801.55","9,775.51",0.02%
09/28/2023,"9,785.32","9,811.99","9,851.12","9,785.32",-0.27%
09/27/2023,"9,811.99","9,803.44","9,821.00","9,786.84",-0.01%
09/26/2023,"9,813.31","9,836.69","9,846.07","9,789.72",-0.24%
09/25/2023,"9,836.69","9,849.41","9,861.28","9,788.85",-0.13%
09/22/2023,"9,849.41","9,845.99","9,856.69","9,810.19",0.03%
09/21/2023,"9,845.99","9,822.56","9,845.99","9,803.51",0.24%
09/20/2023,"9,822.56","9,822.31","9,841.96","9,790.49",0.00%
09/19/2023,"9,822.31","9,817.04","9,831.02","9,788.12",0.05%
09/18/2023,"9,817.04","9,880.46","9,880.46","9,791.97",-0.64%
09/15/2023,"9,880.46","9,796.39","9,880.46","9,766.08",0.86%
09/14/2023,"9,796.39","9,755.10","9,796.39","9,745.00",0.42%
09/13/2023,"9,755.10","9,749.43","9,762.57","9,724.59",0.06%
09/12/2023,"9,749.43","9,712.50","9,749.43","9,688.92",0.38%
09/11/2023,"9,712.50","9,690.52","9,713.10","9,688.04",0.23%
09/08/2023,"9,690.52","9,659.77","9,710.74","9,652.80",0.32%
09/07/2023,"9,659.77","9,614.16","9,677.96","9,606.21",0.47%
09/06/2023,"9,614.16","9,656.13","9,657.71","9,600.62",-0.43%
09/05/2023,"9,656.13","9,748.23","9,762.43","9,651.55",-0.94%
09/04/2023,"9,748.23","9,786.63","9,812.78","9,734.49",-0.39%
09/01/2023,"9,786.63","9,810.21","9,815.73","9,768.13",-0.24%
08/31/2023,"9,810.21","9,744.22","9,825.51","9,738.99",0.68%
08/30/2023,"9,744.22","9,762.06","9,771.25","9,744.22",-0.18%
08/29/2023,"9,762.06","9,749.27","9,779.90","9,743.35",0.13%
08/28/2023,"9,749.27","9,765.37","9,775.13","9,744.92",-0.16%
08/25/2023,"9,765.37","9,771.42","9,796.10","9,760.23",-0.06%
08/24/2023,"9,771.42","9,729.10","9,775.72","9,729.10",0.43%
08/23/2023,"9,729.10","9,766.47","9,782.03","9,729.10",-0.38%
08/22/2023,"9,766.47","9,776.34","9,811.84","9,766.47",-0.10%
08/21/2023,"9,776.34","9,800.65","9,814.55","9,776.34",-0.25%
08/18/2023,"9,800.65","9,777.87","9,801.98","9,775.58",0.23%
08/17/2023,"9,777.87","9,780.79","9,799.82","9,773.61",-0.03%
08/16/2023,"9,780.79","9,807.19","9,812.25","9,754.02",-0.27%
08/15/2023,"9,807.19","9,848.32","9,860.87","9,807.19",-0.42%
08/14/2023,"9,848.32","9,879.70","9,917.43","9,848.32",-0.32%
08/11/2023,"9,879.70","9,904.25","9,935.43","9,879.70",-0.25%
08/10/2023,"9,904.25","9,953.19","9,988.03","9,901.60",-0.49%
08/09/2023,"9,953.19","9,989.84","10,051.61","9,953.19",-0.37%
08/08/2023,"9,989.84","9,824.20","10,008.98","9,824.20",1.69%
08/07/2023,"9,824.20","9,786.42","9,846.98","9,762.20",0.39%
08/04/2023,"9,786.42","9,783.51","9,848.45","9,783.51",0.03%
08/03/2023,"9,783.51","9,826.11","9,826.11","9,783.51",-0.43%
08/02/2023,"9,826.11","9,778.63","9,839.99","9,770.68",0.49%
08/01/2023,"9,778.63","9,787.13","9,792.43","9,575.72",-0.09%
07/31/2023,"9,787.13","9,760.83","9,787.13","9,758.17",0.27%
07/28/2023,"9,760.83","9,759.46","9,782.22","9,755.95",0.01%
07/27/2023,"9,759.46","9,765.54","9,777.59","9,755.69",-0.06%
07/26/2023,"9,765.54","9,727.47","9,769.70","9,722.02",0.39%
07/25/2023,"9,727.47","9,740.48","9,750.32","9,721.62",-0.13%
07/24/2023,"9,740.48","9,629.31","9,740.48","9,629.31",1.15%
07/20/2023,"9,629.31","9,665.47","9,665.47","9,629.31",-0.37%
07/19/2023,"9,665.47","9,697.61","9,707.00","9,650.68",-0.33%
07/18/2023,"9,697.61","9,681.15","9,697.61","9,668.40",0.17%
07/17/2023,"9,681.15","9,671.89","9,681.51","9,643.30",0.10%
07/14/2023,"9,671.89","9,627.04","9,671.89","9,627.04",0.47%
07/13/2023,"9,627.04","9,621.62","9,646.67","9,599.25",0.06%
07/12/2023,"9,621.62","9,589.29","9,626.52","9,570.79",0.34%
07/11/2023,"9,589.29","9,584.78","9,626.89","9,584.78",0.05%
07/10/2023,"9,584.78","9,604.15","9,633.69","9,584.78",-0.20%
07/07/2023,"9,604.15","9,604.41","9,618.17","9,581.70",0.00%
07/06/2023,"9,604.41","9,618.81","9,622.18","9,557.02",-0.15%
07/05/2023,"9,618.81","9,582.87","9,618.81","9,582.87",0.38%
07/04/2023,"9,582.87","9,561.92","9,606.83","9,556.47",0.22%
07/03/2023,"9,561.92","9,550.40","9,561.92","9,521.35",0.12%
06/26/2023,"9,550.40","9,556.90","9,574.13","9,506.81",-0.07%
06/23/2023,"9,556.90","9,528.11","9,585.32","9,515.27",0.30%
06/22/2023,"9,528.11","9,490.47","9,530.23","9,476.42",0.40%
06/21/2023,"9,490.47","9,463.83","9,490.47","9,456.62",0.28%
06/20/2023,"9,463.83","9,453.32","9,463.83","9,415.88",0.11%
06/19/2023,"9,453.32","9,446.59","9,453.32","9,421.83",0.07%
06/16/2023,"9,446.59","9,384.73","9,446.59","9,384.73",0.66%
06/15/2023,"9,384.73","9,392.56","9,398.12","9,365.95",-0.08%
06/14/2023,"9,392.56","9,351.25","9,392.56","9,351.25",0.44%
06/13/2023,"9,351.25","9,380.18","9,399.67","9,351.25",-0.31%
06/12/2023,"9,380.18","9,368.76","9,390.47","9,359.07",0.12%
06/09/2023,"9,368.76","9,351.82","9,386.54","9,344.88",0.18%
06/08/2023,"9,351.82","9,377.43","9,381.24","9,334.96",-0.27%
06/07/2023,"9,377.43","9,356.98","9,377.43","9,342.77",0.22%
06/06/2023,"9,356.98","9,375.76","9,380.38","9,351.61",-0.20%
06/05/2023,"9,375.76","9,406.08","9,442.86","9,346.42",-0.32%
06/02/2023,"9,406.08","9,366.41","9,406.08","9,345.24",0.42%
06/01/2023,"9,366.41","9,406.57","9,442.28","9,366.41",-0.43%
05/31/2023,"9,406.57","9,484.27","9,491.58","9,406.57",-0.82%
05/30/2023,"9,484.27","9,412.27","9,516.12","9,412.27",0.76%
05/29/2023,"9,412.27","9,453.42","9,468.54","9,412.27",-0.44%
05/26/2023,"9,453.42","9,400.52","9,470.54","9,389.69",0.56%
05/25/2023,"9,400.52","9,464.31","9,478.39","9,400.52",-0.67%
05/24/2023,"9,464.31","9,489.89","9,525.74","9,457.22",-0.27%
05/23/2023,"9,489.89","9,527.42","9,565.76","9,489.89",-0.39%
05/22/2023,"9,527.42","9,478.69","9,542.39","9,478.45",0.51%
05/19/2023,"9,478.69","9,508.67","9,513.39","9,478.69",-0.32%
05/18/2023,"9,508.67","9,525.97","9,526.24","9,472.78",-0.18%
05/17/2023,"9,525.97","9,475.66","9,525.97","9,452.32",0.53%
05/16/2023,"9,475.66","9,471.29","9,501.49","9,438.85",0.05%
05/15/2023,"9,471.29","9,634.80","9,659.47","9,471.29",-1.70%
05/12/2023,"9,634.80","9,669.82","9,673.62","9,611.04",-0.36%
05/11/2023,"9,669.82","9,723.99","9,723.99","9,662.46",-0.56%
05/10/2023,"9,723.99","9,689.36","9,723.99","9,673.85",0.36%
05/09/2023,"9,689.36","9,691.35","9,701.09","9,670.50",-0.02%
05/08/2023,"9,691.35","9,705.95","9,716.86","9,667.19",-0.15%
05/05/2023,"9,705.95","9,673.99","9,720.47","9,660.67",0.33%
05/04/2023,"9,673.99","9,644.95","9,673.99","9,627.29",0.30%
05/03/2023,"9,644.95","9,669.13","9,680.70","9,644.90",-0.25%
05/02/2023,"9,669.13","9,704.42","9,714.40","9,656.29",-0.36%
05/01/2023,"9,704.42","9,789.17","9,801.75","9,704.42",-0.87%
04/28/2023,"9,789.17","9,750.75","9,819.85","9,745.53",0.39%
04/27/2023,"9,750.75","9,675.96","9,750.75","9,673.11",0.77%
04/26/2023,"9,675.96","9,646.47","9,679.47","9,640.99",0.31%
04/25/2023,"9,646.47","9,654.22","9,670.78","9,635.17",-0.08%
04/24/2023,"9,654.22","9,633.78","9,654.22","9,584.10",0.21%
04/19/2023,"9,633.78","9,638.10","9,638.10","9,577.50",-0.04%
04/18/2023,"9,638.10","9,645.97","9,652.67","9,621.92",-0.08%
04/17/2023,"9,645.97","9,623.05","9,645.97","9,585.82",0.24%
04/14/2023,"9,623.05","9,558.10","9,624.24","9,550.18",0.68%
04/13/2023,"9,558.10","9,548.83","9,558.33","9,536.85",0.10%
